Row	Year	Week	N. Hemisphere	Eurasia	N. America	N. America (no Greenland)
2947	1969	9	45.78	28.22	17.56	15.41
2948	1969	8	47.15	29.26	17.90	15.75
2949	1969	7	49.62	31.87	17.75	15.60
2950	1969	6	49.05	31.04	18.01	15.86
2951	1969	5	48.80	30.85	17.95	15.84
2952	1969	4	47.27	29.74	17.53	15.38
2953	1969	3	46.94	29.44	17.49	15.34
2954	1969	2	48.36	30.20	18.16	16.01
2955	1969	1	47.70	29.01	18.68	16.53
2956	1968	52	44.95	26.80	18.15	16.00
2957	1968	51	44.10	25.85	18.25	16.10
2958	1968	50	44.11	26.93	17.18	15.03
2959	1968	49	42.76	26.33	16.43	14.29
2960	1968	48	38.68	25.16	13.51	11.36
2961	1968	47	37.70	23.79	13.90	11.75
2962	1968	46	37.31	22.35	14.96	12.82
2963	1968	45	33.19	20.97	12.22	10.07
2964	1968	44	28.40	16.95	11.45	9.30
2965	1968	43	24.01	14.96	9.04	6.93
2966	1968	42	19.68	11.73	7.95	5.84
2967	1968	41	18.52	12.04	6.49	4.37
2968	1968	40	13.16	8.65	4.51	2.39
2969	1968	39	5.59	2.17	3.42	1.34
2970	1968	38	4.07	1.16	2.91	0.87
2971	1968	37	3.85	1.01	2.84	0.77
2972	1968	36	2.78	0.14	2.64	0.57
2973	1968	35	2.19	0.08	2.11	0.24
2974	1968	34	2.07	0.08	1.99	0.20
2975	1968	33	2.03	0.08	1.94	0.40
2976	1968	32	2.11	0.08	2.03	0.28
2977	1968	31	2.08	0.08	1.99	0.20
2978	1968	26	5.18	1.76	3.42	1.94
2979	1968	25	7.06	2.98	4.08	2.46
2980	1968	24	7.99	2.85	5.14	3.35
2981	1968	23	9.85	4.12	5.74	3.95
2982	1968	22	11.12	4.81	6.32	4.45
2983	1968	21	13.42	6.90	6.52	4.65
2984	1968	20	15.31	7.72	7.58	5.88
2985	1968	19	18.36	9.53	8.83	6.91
2986	1968	18	22.38	11.97	10.42	8.27
2987	1968	17	24.77	13.44	11.33	9.18
2988	1968	16	26.00	14.32	11.69	9.58
2989	1968	15	29.35	17.00	12.35	10.20
2990	1968	14	31.97	18.54	13.43	11.28
2991	1968	13	33.18	20.43	12.74	10.59
2992	1968	12	35.99	22.04	13.95	11.80
2993	1968	11	37.36	23.07	14.29	12.14
2994	1968	10	40.56	25.79	14.77	12.62
2995	1968	9	42.48	28.06	14.42	12.27
2996	1968	8	42.09	26.74	15.36	13.21
2997	1968	7	43.93	27.91	16.02	13.87
2998	1968	6	43.98	27.45	16.53	14.38
2999	1968	5	46.14	29.23	16.91	14.93
3000	1968	4	45.86	29.89	15.97	13.86
3001	1968	3	45.69	28.50	17.19	15.04
3002	1968	2	48.75	30.04	18.70	16.55
3003	1968	1	44.71	26.00	18.72	16.57
3004	1967	52	47.73	29.23	18.50	16.35
3005	1967	51	45.48	29.22	16.26	14.11
3006	1967	50	41.70	25.09	16.61	14.58
3007	1967	49	42.86	27.28	15.59	13.44
3008	1967	48	42.38	26.52	15.86	13.71
3009	1967	47	37.77	23.78	13.99	11.85
3010	1967	46	35.61	22.03	13.59	11.44
3011	1967	45	32.60	20.24	12.36	10.21
3012	1967	44	27.76	16.76	11.00	8.85
3013	1967	43	22.01	12.10	9.91	7.76
3014	1967	42	19.90	11.58	8.32	6.18
3015	1967	41	19.25	10.41	8.84	6.72
3016	1967	40	10.26	4.49	5.78	3.63
3017	1967	39	8.50	3.73	4.77	2.65
3018	1967	38	6.05	1.67	4.37	2.22
3019	1967	37	5.16	1.51	3.66	1.51
3020	1967	36	4.51	0.54	3.97	1.86
3021	1967	35	5.88	1.89	3.99	2.12
3022	1967	34	4.94	1.70	3.24	1.53
3023	1967	33	5.17	1.89	3.29	1.54
3024	1967	32	4.71	1.42	3.29	1.58
3025	1967	31	6.15	2.40	3.75	1.96
3026	1967	30	7.20	2.87	4.34	2.47
3027	1967	29	7.97	3.51	4.46	2.71
3028	1967	28	7.77	3.64	4.13	2.34
3029	1967	27	8.87	3.99	4.88	3.13
3030	1967	26	10.54	3.98	6.56	4.57
3031	1967	25	13.55	6.49	7.07	5.16
3032	1967	24	13.69	6.85	6.84	4.89
3033	1967	23	15.81	8.39	7.42	5.59
3034	1967	22	17.49	8.69	8.80	6.84
3035	1967	21	20.19	11.07	9.11	7.20
3036	1967	20	21.43	11.36	10.08	8.16
3037	1967	19	24.22	13.00	11.22	9.19
3038	1967	18	25.98	13.48	12.50	10.51
3039	1967	17	28.86	15.07	13.79	11.64
3040	1967	16	31.41	16.75	14.66	12.51
3041	1967	15	32.52	18.65	13.87	11.72
3042	1967	14	37.39	22.87	14.52	12.37
3043	1967	13	37.07	22.12	14.95	12.80
3044	1967	12	40.63	24.87	15.76	13.61
3045	1967	11	43.74	27.44	16.30	14.15
3046	1967	10	44.33	27.97	16.36	14.21
3047	1967	9	47.17	30.52	16.65	14.50
3048	1967	8	46.95	29.76	17.20	15.05
3049	1967	7	48.43	31.03	17.41	15.26
3050	1967	6	47.51	30.28	17.23	15.08
3051	1967	5	46.76	29.79	16.97	14.82
3052	1967	4	48.97	30.80	18.17	16.02
3053	1967	3	47.85	30.76	17.09	14.94
3054	1967	2	47.11	29.21	17.90	15.75
3055	1967	1	50.02	32.06	17.96	15.81
3056	1966	52	49.85	31.65	18.21	16.06
3057	1966	51	44.59	28.55	16.04	13.89
3058	1966	50	42.16	26.87	15.30	13.15
3059	1966	49	40.54	24.14	16.41	14.26
3060	1966	48	38.60	23.62	14.98	12.83
3061	1966	47	35.99	21.78	14.21	12.06
3062	1966	46	36.29	22.46	13.83	11.68
3063	1966	45	36.08	21.66	14.42	12.27
3064	1966	44	30.33	17.68	12.65	10.50
3065	1966	43	26.95	16.97	9.98	7.83
3066	1966	42	26.50	15.76	10.74	8.59
3067	1966	41	22.84	14.66	8.18	6.10
3068	1966	40	15.19	7.98	7.21	5.14
